-309935148	-488345401	-825335691	-623202232	-491483002
829424307	-884754649	514249805	-736168834	-954301663
-829498679	930144367	-177651864	909407572	219118431
930320710	-51679375	-192243018	704482424	580607732
-99999216	-235817869	168553653	110926807	8412258
-468886322	648415701	905095014	-412596535	-766847598
-729135967	489717856	-172840456	-874680342	327011459
-227647630	802009515	-595230457	-330691007	63020749
-313032571	-436765676	692859500	33306788	919223312
266988459	223906759	908137583	252670560	946918070
-394536023	26275022	734437799	515167666	869342484
528771784	-992919352	-483863700	525202046	931261902
948045061	-802409641	-525375481	-15414206	692428005
-473326641	-405540590	445426331	-832584740	-851537676
-787764410	324676650	-771491023	144662251	-975397655
608838328	346733882	-330592935	9220231	332968528
347494970	-585525885	-8952151	-30152801	-759033996
337384111	-315444237	-673603787	-749870194	-289238630
-154351339	609384443	-533604013	-800575130	-553736249
778046846	203871397	190886421	80774594	613823868
564948947	-782465025	502142241	716558417	-996540192
601171549	594560933	841922658	597449687	-273788241
-271255766	-318556180	-713524984	-116879541	-498154254
-219360317	740603408	681893935	-308679383	-548517331
-952771589	-883373722	808086127	-325459473	802695201
-740552942	-464731239	-310818378	303687814	810443797
-713874921	602330271	775144938	-189196365	125752272
-785952457	-201851683	-478615852	-2003780	-384033803
-35894147	-421757524	110785268	364730	-607071081
-659485611	-168154765	-899915780	-882447834	-159313244
-691911280	211181391	-335976999	203882861	-686443900
963138104	865093197	-723507201	805721638	180038019
-971625870	842976166	158174267	436476095	-199451433
292026705	45288736	900247271	474404394	-300320063
199845093	926695902	-649187785	-674423637	138115320
-463645727	-144096586	283533373	-275783122	429434805
700350581	530101148	303960228	717514514	-966037935
436124019	-795282732	-201608596	-546286598	841972481
362447012	494165904	-756549551	975217145	-255739684
147701224	-490919345	670980247	-503756825	969479257
85081751	64721234	-885787386	179038632	120632036
-626043914	425335555	-126652785	-861361151	-126723595
57919883	971674107	218936624	691644135	-21364046
-588243305	876802446	23995206	399253189	-339270279
-652719952	-926437704	424403431	875811557	513410893
43813669	806280794	914613523	596655954	-208186397
510887986	10465937	-562339294	973551473	-411569156
140763865	-297608475	53592980	-174072367	-987980634
-970060639	-91665696	825343402	-204205784	-8626859
-788479279	-418686064	-703160638	506742803	246721903
-139067080	-202744826	395499237	-435657852	-793157268
-294861151	-12042880	-164638660	-905381046	428015745
505203179	-95487957	487470589	959220633	101477558
-814698756	-1186652	938594665	-748840756	-607477669
-278616694	795007038	824400875	34679977	46038034
100709681	-373731279	-816906908	-101446187	-38477747
914375922	194299158	-581162920	-577168005	588354699
-918714933	-448948683	-510240400	83400709	-612345593
839212048	288914918	-767216738	346700533	-696966036
-83719473	485968518	-355636181	375935226	-184925892
977877198	298853638	-839906060	843554061	911471007
-753407892	-201261489	-488834680	-588865046	-252497092
583425833	-599745378	-498261417	63617864	895111653
-45102746	913334816	937199116	363109862	997479154
526643203	933342019	-168597220	727099907	-45951260
985296690	654644151	-418025734	-978538221	-712318768
340341841	35745630	506651971	-863023214	726489914
46298134	447525963	486504141	-185381602	-272074759
626991730	-675883090	50909479	-793848797	-815393594
215471321	290527716	-878769830	-848056864	685647369
-353396351	-49052671	-554245810	-347801939	951530730
-916363115	864604502	-732031654	-232402511	-460653748
954897062	-286663599	-730059123	116211500	659866723
-393337221	-163820947	-381242572	-409085255	697592000
575990422	-930323211	-939894859	-249250357	862130345
-520384015	800346019	-879225974	137959805	376208229
314971212	973633156	838069629	821498876	-405864
-588816689	-628003932	-599745579	-475036183	88549143
-539775763	140462119	782732583	-390172232	174238056
737505641	-747683183	400173504	-711607467	-633551509
-433170600	-183296569	-144215943	386119780	-715504924
-164382274	998562271	-580352122	980626963	224264944
806766475	-696529298	-937721872	33012502	474299622
598217871	262722134	922105385	-624159303	-881361951
-645327134	-638640966	-704254354	848581347	320132903
-659500265	152453669	844984494	680780746	120441339
-414900798	-892651294	473404487	713661742	-40361869
-792677358	280065177	696214162	-668799882	109710067
-231918907	990791889	-209175556	417196623	-569092876
-13849972	279763619	593212101	-12583076	325754254
880592730	-494720191	-833301003	-826810035	702045614
-866619891	920428713	-890756897	-714855296	-544590900
-744939601	-603826454	-769346896	502284381	141033016
-43786824	-214103548	-804025173	318071144	-490729295
331669838	-762192918	913981291	-23626284	798448681
-523067278	834583912	-251250311	-764138148	481186365
-726457977	571145951	-181760947	822371803	894238623
-277829189	347400194	192248217	-805000670	140381806
661168796	140737423	-850510343	-536129721	159954806
891537709	-585377931	34032263	427151091	331252836
742497795	-441738422	159269609	-470286992	239228398
960501762	538579765	-824288658	-54332375	-926750093
549949770	-103952172	750642627	938508910	474794102
-839837959	203656356	589203870	-360960385	118070500
418905290	-150517602	959415140	-109787594	-451657971
505651625	-777041282	-512078899	917438731	771776381
-678520858	-778713775	-138356972	-497002643	803150400
-594117964	951573266	610549706	895306375	709454516
107364537	-376864850	999046900	-204689790	-493586299
-282981877	-480174574	993392409	-208016720	997543493
-428070534	671118483	-979603336	-384135046	786062369
58637003	-507685958	-103667315	722471447	954051351
-41704051	198835652	-617774517	-315564016	575111077
887722192	-490689332	-807076042	980907845	-923891467
240683850	-165192725	-714298768	106631384	-314088179
104367074	-679972665	704307254	745826488	-308170937
-418347592	-340795934	-538665734	-698066702	-600615542
-693359923	180209227	89679763	804863598	-567060972
252126729	-598222820	-827780450	416317778	-430463636
511637625	-831059369	-252863063	668134265	-799436762
-518955713	749005979	-335151737	-627198085	-302915018
-209413877	737010552	-803479574	529618878	-27977248
315055241	727954997	-774844817	-506226071	-100924083
-158131085	-439413647	480614023	-540085349	853010422
-811105533	116604788	-592809078	452509055	996988011
342738156	76602541	-94107795	-253427570	697332878
92839198	-151455092	703865815	55273584	-72439471
-210126134	-638737277	55009594	526792535	-93856039
-911220461	-742165279	-36384986	569050144	-937663903
858139554	648604891	335227214	951050785	-967910881
985330277	415100751	137389576	-227750420	938124712
489802506	531353806	-651520618	-235069683	423217487
856280572	70073502	647658750	855314624	-140515245
788552764	567491969	108180729	55323331	377392091
584321709	822373008	-807015713	-628705154	313175442
-307958322	394253057	-935490405	433614259	785494664
981046154	737373646	-555718375	58039606	-118904326
-494302599	488946572	-888092009	585885793	-583698739
940261218	984662300	-656472632	486911954	411748981
-781492166	331237206	-612922050	-952105043	-253776176
-411992280	-827996062	-399359757	243548847	456973858
622344765	163659921	997258405	-606813909	302950416
999796645	-640551218	462772895	-522846781	-841727421
-663211044	-193575832	-859417656	752477989	-298299761
368221231	21246042	190944793	715042247	-300117534
-659296147	467390978	-299888948	886526175	110197602
293504670	-751469164	-997482351	510769365	884509756
-533442293	544871956	-312459662	866947790	307236739
-426984403	66383010	176696275	-250001195	519216512
-11497759	891579133	141579774	-323563991	-581778790
518896443	514485531	660608948	-541274619	-427890790
361719537	731201051	378084869	739744039	796279975
-513894972	80641722	247252652	-85416236	-51668519
775335186	-51024536	932867741	-264651020	-959913395
-749300716	841081344	-228206808	574086229	-772070942
922096071	176877355	255411551	-210240008	-170599721
-80993320	830998346	121239862	866551805	-18443154
-894618610	124272488	537372752	-716025185	-458934676
-213877350	617460706	218148055	-60773673	-980896749
-226938752	288756950	-343127644	-417004405	-426847751
693085175	897105500	397372429	584201302	243886871
-723575944	-413521796	-623231131	-775666841	478534394
-764196524	672422442	-650778040	853955220	-214086058
1996336	221144933	-107179445	635633641	-999218002
884458257	273623308	-257120593	18534399	-772327990
-468098480	-549860152	-738825853	568324917	936826927
